FIR_ID,Crime_Type,Date,District,Police_Station,Status
FIR005698,Financial Fraud,20-03-2025,Kalaburagi,Yelahanka Police Station,Closed
FIR005699,House Burglary,12-11-2023,Tumakuru,Marathahalli Police Station,Under Investigation
FIR005700,Drug Trafficking,12-11-2024,Shivamogga,Indiranagar Police Station,Under Investigation
FIR005701,Robbery,04-04-2024,Bengaluru Rural,Whitefield Police Station,Closed
FIR005702,House Burglary,25-09-2023,Mangaluru,Koramangala Police Station,Under Investigation
FIR005703,Assault,07-10-2024,Hubballi-Dharwad,Hebbal Police Station,Under Investigation
FIR005704,Financial Fraud,22-07-2023,Belagavi,Hebbal Police Station,Closed
FIR005705,Vehicle Theft,06-03-2024,Ballari,Electronic City Police Station,Under Investigation
FIR005706,Chain Snatching,06-03-2024,Shivamogga,Koramangala Police Station,Open
FIR005707,Robbery,29-10-2025,Kalaburagi,Marathahalli Police Station,Under Investigation
FIR005708,Assault,19-03-2025,Tumakuru,Indiranagar Police Station,Closed
FIR005709,Robbery,04-07-2024,Bengaluru Rural,Whitefield Police Station,Closed
FIR005710,Assault,07-11-2025,Belagavi,Koramangala Police Station,Open
FIR005711,House Burglary,10-06-2025,Tumakuru,Whitefield Police Station,Under Investigation
FIR005712,Drug Trafficking,19-06-2023,Bengaluru Urban,Koramangala Police Station,Open
FIR005713,Vehicle Theft,27-01-2024,Bengaluru Rural,Hebbal Police Station,Under Investigation
FIR005714,Assault,18-07-2024,Tumakuru,Whitefield Police Station,Closed
FIR005715,Chain Snatching,14-06-2024,Belagavi,Hebbal Police Station,Closed
FIR005716,Assault,21-02-2024,Bengaluru Rural,Electronic City Police Station,Open
FIR005717,Financial Fraud,27-08-2024,Ballari,Marathahalli Police Station,Under Investigation
FIR005718,House Burglary,14-09-2024,Belagavi,Yelahanka Police Station,Open
FIR005719,Financial Fraud,08-05-2025,Belagavi,Yelahanka Police Station,Closed
FIR005720,Robbery,30-06-2025,Ballari,Whitefield Police Station,Under Investigation
FIR005721,Financial Fraud,22-06-2023,Mangaluru,Jayanagar Police Station,Under Investigation
FIR005722,Vehicle Theft,15-12-2023,Bengaluru Rural,Jayanagar Police Station,Open
FIR005723,Robbery,01-03-2024,Mangaluru,Yelahanka Police Station,Closed
FIR005724,House Burglary,17-08-2023,Bengaluru Rural,Indiranagar Police Station,Under Investigation
FIR005725,Cyber Fraud,17-01-2026,Ballari,Hebbal Police Station,Under Investigation
FIR005726,House Burglary,14-03-2026,Kalaburagi,Koramangala Police Station,Closed
FIR005727,Chain Snatching,04-11-2024,Belagavi,Koramangala Police Station,Open
FIR005728,Robbery,28-12-2025,Ballari,Marathahalli Police Station,Under Investigation
FIR005729,Assault,22-06-2023,Kalaburagi,Whitefield Police Station,Closed
FIR005730,Robbery,02-09-2023,Mysuru,Electronic City Police Station,Under Investigation
FIR005731,Cyber Fraud,22-08-2024,Tumakuru,Jayanagar Police Station,Under Investigation
FIR005732,Cyber Fraud,19-07-2024,Bengaluru Rural,Indiranagar Police Station,Open
FIR005733,Vehicle Theft,13-06-2025,Shivamogga,Koramangala Police Station,Under Investigation
FIR005734,Assault,27-11-2024,Mangaluru,Electronic City Police Station,Under Investigation
FIR005735,Drug Trafficking,24-07-2025,Hubballi-Dharwad,Jayanagar Police Station,Closed
FIR005736,Assault,24-06-2024,Mysuru,Marathahalli Police Station,Under Investigation
FIR005737,Drug Trafficking,07-07-2023,Mysuru,Marathahalli Police Station,Under Investigation
FIR005738,Assault,27-07-2024,Shivamogga,Electronic City Police Station,Open
FIR005739,Chain Snatching,06-08-2025,Mysuru,Marathahalli Police Station,Open
FIR005740,Drug Trafficking,03-04-2025,Kalaburagi,Indiranagar Police Station,Open
FIR005741,Vehicle Theft,31-01-2024,Belagavi,Electronic City Police Station,Under Investigation
FIR005742,Drug Trafficking,16-05-2026,Tumakuru,Koramangala Police Station,Closed
FIR005743,Assault,09-10-2024,Tumakuru,Marathahalli Police Station,Open
FIR005744,Vehicle Theft,16-03-2025,Mysuru,Hebbal Police Station,Closed
FIR005745,Chain Snatching,21-02-2024,Hubballi-Dharwad,Marathahalli Police Station,Open
FIR005746,Chain Snatching,04-04-2024,Bengaluru Rural,Marathahalli Police Station,Under Investigation
FIR005747,Cyber Fraud,15-01-2025,Mysuru,Marathahalli Police Station,Closed
FIR005748,Assault,22-12-2025,Belagavi,Jayanagar Police Station,Open
FIR005749,Assault,31-03-2025,Hubballi-Dharwad,Jayanagar Police Station,Under Investigation
FIR005750,Cyber Fraud,15-11-2025,Belagavi,Hebbal Police Station,Under Investigation
FIR005751,Cyber Fraud,08-12-2024,Mysuru,Yelahanka Police Station,Open
FIR005752,Vehicle Theft,17-02-2024,Bengaluru Rural,Indiranagar Police Station,Closed
FIR005753,Financial Fraud,26-01-2026,Shivamogga,Hebbal Police Station,Under Investigation
FIR005754,Assault,14-03-2025,Bengaluru Urban,Koramangala Police Station,Open
FIR005755,Vehicle Theft,18-09-2025,Bengaluru Urban,Jayanagar Police Station,Open
FIR005756,Robbery,27-12-2024,Tumakuru,Marathahalli Police Station,Closed
FIR005757,Drug Trafficking,11-10-2023,Mysuru,Hebbal Police Station,Open
FIR005758,Vehicle Theft,26-01-2024,Ballari,Marathahalli Police Station,Open
FIR005759,Assault,01-01-2024,Tumakuru,Jayanagar Police Station,Under Investigation
FIR005760,Financial Fraud,25-02-2026,Mangaluru,Marathahalli Police Station,Under Investigation
FIR005761,Drug Trafficking,19-12-2024,Kalaburagi,Yelahanka Police Station,Under Investigation
FIR005762,Chain Snatching,09-07-2023,Hubballi-Dharwad,Hebbal Police Station,Under Investigation
FIR005763,Vehicle Theft,21-05-2024,Mysuru,Jayanagar Police Station,Under Investigation
FIR005764,Robbery,23-03-2024,Belagavi,Koramangala Police Station,Open
FIR005765,Drug Trafficking,27-07-2024,Hubballi-Dharwad,Whitefield Police Station,Under Investigation
FIR005766,Vehicle Theft,07-03-2025,Hubballi-Dharwad,Indiranagar Police Station,Open
FIR005767,Chain Snatching,09-01-2025,Mangaluru,Marathahalli Police Station,Closed
FIR005768,Vehicle Theft,02-10-2023,Bengaluru Rural,Whitefield Police Station,Under Investigation
FIR005769,Chain Snatching,04-05-2026,Mangaluru,Jayanagar Police Station,Closed
FIR005770,Cyber Fraud,13-09-2023,Hubballi-Dharwad,Hebbal Police Station,Closed
FIR005771,Robbery,13-04-2025,Mangaluru,Koramangala Police Station,Closed
FIR005772,Financial Fraud,17-07-2025,Mysuru,Hebbal Police Station,Under Investigation
FIR005773,House Burglary,26-07-2023,Kalaburagi,Electronic City Police Station,Under Investigation
FIR005774,Vehicle Theft,09-07-2025,Ballari,Yelahanka Police Station,Under Investigation
FIR005775,House Burglary,17-03-2024,Hubballi-Dharwad,Koramangala Police Station,Under Investigation
FIR005776,Robbery,03-09-2023,Ballari,Electronic City Police Station,Closed
FIR005777,House Burglary,22-01-2025,Bengaluru Urban,Yelahanka Police Station,Open
FIR005778,Vehicle Theft,13-07-2024,Bengaluru Urban,Yelahanka Police Station,Open
FIR005779,Cyber Fraud,15-01-2025,Kalaburagi,Yelahanka Police Station,Closed
FIR005780,Chain Snatching,23-05-2026,Mysuru,Koramangala Police Station,Under Investigation
FIR005781,Vehicle Theft,24-03-2024,Bengaluru Rural,Marathahalli Police Station,Open
FIR005782,House Burglary,23-11-2023,Mysuru,Whitefield Police Station,Under Investigation
FIR005783,Vehicle Theft,08-08-2023,Hubballi-Dharwad,Hebbal Police Station,Closed
FIR005784,Vehicle Theft,11-04-2026,Shivamogga,Electronic City Police Station,Closed
FIR005785,Cyber Fraud,27-08-2023,Kalaburagi,Whitefield Police Station,Open
FIR005786,Vehicle Theft,10-02-2025,Mysuru,Indiranagar Police Station,Under Investigation
FIR005787,Assault,31-08-2025,Ballari,Koramangala Police Station,Open
FIR005788,Vehicle Theft,02-10-2023,Ballari,Koramangala Police Station,Under Investigation
FIR005789,Vehicle Theft,17-08-2024,Hubballi-Dharwad,Yelahanka Police Station,Open
FIR005790,Cyber Fraud,26-04-2025,Belagavi,Marathahalli Police Station,Open
FIR005791,Chain Snatching,30-06-2023,Bengaluru Rural,Hebbal Police Station,Closed
FIR005792,House Burglary,09-02-2024,Mangaluru,Yelahanka Police Station,Under Investigation
FIR005793,House Burglary,20-07-2023,Kalaburagi,Jayanagar Police Station,Under Investigation
FIR005794,House Burglary,05-08-2025,Bengaluru Rural,Jayanagar Police Station,Closed
FIR005795,Cyber Fraud,23-09-2023,Mysuru,Indiranagar Police Station,Closed
FIR005796,Financial Fraud,01-06-2024,Mangaluru,Marathahalli Police Station,Closed
FIR005797,Assault,26-11-2024,Kalaburagi,Hebbal Police Station,Under Investigation
FIR005798,Cyber Fraud,31-08-2024,Kalaburagi,Hebbal Police Station,Under Investigation
FIR005799,Cyber Fraud,29-07-2025,Hubballi-Dharwad,Marathahalli Police Station,Closed
FIR005800,Assault,15-08-2024,Mangaluru,Koramangala Police Station,Open
FIR005801,House Burglary,07-01-2026,Mysuru,Whitefield Police Station,Closed
FIR005802,House Burglary,05-06-2023,Belagavi,Koramangala Police Station,Open
FIR005803,Chain Snatching,18-10-2025,Shivamogga,Electronic City Police Station,Open
FIR005804,Financial Fraud,19-10-2023,Bengaluru Rural,Jayanagar Police Station,Open
FIR005805,House Burglary,28-07-2024,Kalaburagi,Indiranagar Police Station,Open
FIR005806,Cyber Fraud,01-04-2026,Ballari,Hebbal Police Station,Open
FIR005807,Robbery,11-04-2026,Tumakuru,Marathahalli Police Station,Closed
FIR005808,House Burglary,20-07-2024,Mangaluru,Electronic City Police Station,Open
FIR005809,Chain Snatching,03-06-2024,Belagavi,Indiranagar Police Station,Closed
FIR005810,Financial Fraud,03-02-2026,Bengaluru Urban,Indiranagar Police Station,Under Investigation
FIR005811,Assault,05-10-2025,Tumakuru,Indiranagar Police Station,Open
FIR005812,Drug Trafficking,10-01-2024,Tumakuru,Hebbal Police Station,Closed
FIR005813,Chain Snatching,06-07-2024,Bengaluru Urban,Electronic City Police Station,Closed
FIR005814,Drug Trafficking,14-03-2026,Ballari,Jayanagar Police Station,Open
FIR005815,Robbery,09-06-2024,Mysuru,Whitefield Police Station,Under Investigation
FIR005816,Drug Trafficking,24-03-2025,Ballari,Electronic City Police Station,Closed
FIR005817,Robbery,15-12-2024,Mysuru,Whitefield Police Station,Closed
FIR005818,Robbery,30-12-2025,Shivamogga,Electronic City Police Station,Open
FIR005819,Assault,31-10-2025,Mangaluru,Jayanagar Police Station,Closed
FIR005820,Chain Snatching,03-09-2025,Shivamogga,Koramangala Police Station,Closed
FIR005821,Vehicle Theft,22-10-2024,Bengaluru Urban,Hebbal Police Station,Under Investigation
FIR005822,Financial Fraud,11-07-2023,Mangaluru,Yelahanka Police Station,Open
FIR005823,Assault,09-01-2024,Ballari,Marathahalli Police Station,Under Investigation
FIR005824,Vehicle Theft,28-01-2026,Hubballi-Dharwad,Yelahanka Police Station,Open
FIR005825,Robbery,26-06-2025,Tumakuru,Yelahanka Police Station,Closed
FIR005826,Assault,14-08-2024,Kalaburagi,Whitefield Police Station,Under Investigation
FIR005827,Chain Snatching,19-06-2025,Bengaluru Urban,Indiranagar Police Station,Closed
FIR005828,Robbery,29-06-2023,Belagavi,Marathahalli Police Station,Closed
FIR005829,Chain Snatching,24-07-2025,Kalaburagi,Electronic City Police Station,Under Investigation
FIR005830,Vehicle Theft,21-06-2024,Mangaluru,Hebbal Police Station,Under Investigation
FIR005831,Drug Trafficking,21-11-2025,Hubballi-Dharwad,Koramangala Police Station,Under Investigation
FIR005832,Financial Fraud,17-12-2023,Shivamogga,Yelahanka Police Station,Closed
FIR005833,House Burglary,01-01-2026,Shivamogga,Whitefield Police Station,Under Investigation
FIR005834,Robbery,21-09-2024,Bengaluru Urban,Hebbal Police Station,Open
FIR005835,Cyber Fraud,10-10-2025,Bengaluru Urban,Whitefield Police Station,Open
FIR005836,Cyber Fraud,24-11-2025,Hubballi-Dharwad,Koramangala Police Station,Under Investigation
FIR005837,Vehicle Theft,09-12-2024,Hubballi-Dharwad,Marathahalli Police Station,Under Investigation
FIR005838,Cyber Fraud,30-07-2025,Bengaluru Urban,Hebbal Police Station,Closed
FIR005839,House Burglary,15-06-2024,Belagavi,Hebbal Police Station,Open
FIR005840,Robbery,15-04-2026,Ballari,Koramangala Police Station,Under Investigation
FIR005841,Cyber Fraud,02-02-2025,Mangaluru,Hebbal Police Station,Under Investigation
FIR005842,House Burglary,03-08-2023,Tumakuru,Whitefield Police Station,Under Investigation
FIR005843,Assault,26-03-2026,Bengaluru Urban,Electronic City Police Station,Under Investigation
FIR005844,Cyber Fraud,29-09-2024,Bengaluru Urban,Indiranagar Police Station,Open
FIR005845,Assault,30-11-2024,Belagavi,Hebbal Police Station,Under Investigation
FIR005846,Vehicle Theft,02-03-2026,Ballari,Hebbal Police Station,Under Investigation
FIR005847,Chain Snatching,04-11-2025,Tumakuru,Whitefield Police Station,Under Investigation
FIR005848,Chain Snatching,23-10-2024,Shivamogga,Jayanagar Police Station,Open
FIR005849,Financial Fraud,10-10-2023,Ballari,Whitefield Police Station,Under Investigation
FIR005850,Vehicle Theft,14-11-2023,Shivamogga,Marathahalli Police Station,Under Investigation
FIR005851,Vehicle Theft,24-03-2026,Bengaluru Urban,Marathahalli Police Station,Under Investigation
FIR005852,Assault,03-03-2026,Mangaluru,Hebbal Police Station,Open
FIR005853,Vehicle Theft,12-07-2025,Bengaluru Rural,Koramangala Police Station,Closed
FIR005854,Assault,23-10-2023,Tumakuru,Electronic City Police Station,Closed
FIR005855,Drug Trafficking,30-09-2023,Kalaburagi,Marathahalli Police Station,Open
FIR005856,House Burglary,01-09-2023,Kalaburagi,Yelahanka Police Station,Under Investigation
FIR005857,Financial Fraud,07-12-2024,Bengaluru Urban,Yelahanka Police Station,Closed
FIR005858,Chain Snatching,04-11-2023,Bengaluru Urban,Koramangala Police Station,Under Investigation
FIR005859,Chain Snatching,16-06-2024,Bengaluru Urban,Indiranagar Police Station,Open
FIR005860,Robbery,07-08-2024,Mangaluru,Hebbal Police Station,Under Investigation
FIR005861,Assault,24-07-2023,Kalaburagi,Yelahanka Police Station,Under Investigation
FIR005862,Financial Fraud,19-06-2025,Mysuru,Hebbal Police Station,Open
FIR005863,Financial Fraud,22-02-2025,Bengaluru Rural,Hebbal Police Station,Closed
FIR005864,Robbery,02-07-2024,Belagavi,Hebbal Police Station,Under Investigation
FIR005865,Drug Trafficking,28-12-2024,Kalaburagi,Jayanagar Police Station,Under Investigation
FIR005866,House Burglary,16-01-2026,Mangaluru,Marathahalli Police Station,Under Investigation
FIR005867,Financial Fraud,18-06-2023,Bengaluru Urban,Electronic City Police Station,Open
FIR005868,Chain Snatching,08-12-2025,Mangaluru,Yelahanka Police Station,Under Investigation
FIR005869,Chain Snatching,20-11-2024,Shivamogga,Jayanagar Police Station,Open
FIR005870,Vehicle Theft,15-05-2026,Tumakuru,Jayanagar Police Station,Open
FIR005871,Robbery,02-06-2024,Hubballi-Dharwad,Indiranagar Police Station,Closed
FIR005872,Financial Fraud,11-06-2023,Hubballi-Dharwad,Indiranagar Police Station,Closed
FIR005873,Assault,22-08-2025,Bengaluru Rural,Koramangala Police Station,Open
FIR005874,Robbery,29-10-2024,Shivamogga,Whitefield Police Station,Under Investigation
FIR005875,Assault,17-09-2023,Belagavi,Electronic City Police Station,Under Investigation
FIR005876,Drug Trafficking,08-01-2025,Kalaburagi,Whitefield Police Station,Closed
FIR005877,Vehicle Theft,09-09-2025,Shivamogga,Jayanagar Police Station,Open
FIR005878,Cyber Fraud,24-08-2023,Ballari,Indiranagar Police Station,Open
FIR005879,Assault,11-04-2025,Ballari,Marathahalli Police Station,Closed
FIR005880,Vehicle Theft,26-07-2025,Kalaburagi,Whitefield Police Station,Open
FIR005881,Robbery,17-08-2025,Kalaburagi,Indiranagar Police Station,Under Investigation
FIR005882,Drug Trafficking,09-12-2024,Bengaluru Rural,Whitefield Police Station,Under Investigation
FIR005883,Assault,25-06-2025,Belagavi,Hebbal Police Station,Closed
FIR005884,Drug Trafficking,24-10-2023,Shivamogga,Marathahalli Police Station,Under Investigation
FIR005885,Chain Snatching,29-08-2023,Bengaluru Urban,Marathahalli Police Station,Open
FIR005886,Financial Fraud,30-01-2025,Belagavi,Electronic City Police Station,Under Investigation
FIR005887,House Burglary,20-06-2024,Kalaburagi,Hebbal Police Station,Closed
FIR005888,Drug Trafficking,09-04-2026,Bengaluru Rural,Hebbal Police Station,Closed
FIR005889,Vehicle Theft,07-06-2024,Mangaluru,Whitefield Police Station,Closed
FIR005890,House Burglary,13-08-2023,Belagavi,Jayanagar Police Station,Open
FIR005891,Cyber Fraud,12-01-2024,Bengaluru Rural,Hebbal Police Station,Under Investigation
FIR005892,Drug Trafficking,04-03-2024,Tumakuru,Hebbal Police Station,Open
FIR005893,Chain Snatching,26-06-2023,Kalaburagi,Yelahanka Police Station,Closed
FIR005894,Drug Trafficking,18-08-2025,Shivamogga,Jayanagar Police Station,Under Investigation
FIR005895,Financial Fraud,02-04-2026,Mysuru,Indiranagar Police Station,Open
FIR005896,Assault,18-03-2025,Ballari,Hebbal Police Station,Open
FIR005897,Chain Snatching,14-08-2023,Mangaluru,Hebbal Police Station,Under Investigation
FIR005898,House Burglary,31-07-2024,Hubballi-Dharwad,Electronic City Police Station,Open
FIR005899,Financial Fraud,12-08-2025,Bengaluru Rural,Electronic City Police Station,Under Investigation
FIR005900,Vehicle Theft,30-04-2025,Belagavi,Whitefield Police Station,Closed
FIR005901,House Burglary,24-01-2026,Mangaluru,Hebbal Police Station,Under Investigation
FIR005902,Chain Snatching,25-07-2025,Bengaluru Urban,Yelahanka Police Station,Closed
FIR005903,House Burglary,02-08-2023,Tumakuru,Indiranagar Police Station,Under Investigation
FIR005904,Drug Trafficking,21-09-2025,Hubballi-Dharwad,Jayanagar Police Station,Open
FIR005905,Assault,27-05-2026,Tumakuru,Electronic City Police Station,Closed
FIR005906,Assault,09-06-2024,Mangaluru,Whitefield Police Station,Open
FIR005907,Cyber Fraud,22-06-2024,Mysuru,Whitefield Police Station,Closed
FIR005908,Cyber Fraud,02-01-2026,Shivamogga,Yelahanka Police Station,Closed
FIR005909,House Burglary,12-07-2023,Belagavi,Electronic City Police Station,Under Investigation
FIR005910,Robbery,07-02-2025,Mangaluru,Hebbal Police Station,Under Investigation
FIR005911,Assault,28-02-2024,Mangaluru,Yelahanka Police Station,Closed
FIR005912,Assault,16-12-2024,Hubballi-Dharwad,Yelahanka Police Station,Under Investigation
FIR005913,House Burglary,19-02-2024,Belagavi,Hebbal Police Station,Closed
FIR005914,Vehicle Theft,19-06-2025,Ballari,Yelahanka Police Station,Closed
FIR005915,Assault,24-06-2023,Mangaluru,Whitefield Police Station,Under Investigation
FIR005916,Cyber Fraud,09-08-2025,Shivamogga,Whitefield Police Station,Closed
FIR005917,Drug Trafficking,23-10-2025,Ballari,Yelahanka Police Station,Open
